Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp3pm,RainToday,
BadgerysCreek,4,21,0,NA,NA,E,30,SW,NNE,7,9,59,37,1015,1010,NA,NA,20,No,
BadgerysCreek,6,21,3,NA,NA,NW,65,NA,N,0,15,99,56,1001,993,NA,NA,21,Yes,
BadgerysCreek,8,19,1,NA,NA,NW,52,NNW,NW,19,30,52,48,999,998,NA,NA,17,No,
BadgerysCreek,10,21,0,NA,NA,WNW,50,W,WNW,24,30,53,47,1006,1006,NA,NA,19,No,
BadgerysCreek,4,26,0,NA,NA,N,26,N,ENE,6,11,74,33,1013,1008,NA,NA,25,No,
BadgerysCreek,13,25,0,NA,NA,W,57,N,W,22,17,61,34,999,999,NA,NA,21,No,
BadgerysCreek,9,23,0,NA,NA,WSW,59,WNW,WNW,19,28,47,37,1007,1004,NA,NA,22,No,
BadgerysCreek,9,23,1,NA,NA,WSW,61,WNW,WSW,11,28,48,25,1016,1014,NA,NA,22,No,
BadgerysCreek,8,27,0,NA,NA,SW,37,N,WNW,4,19,44,26,1019,1017,NA,NA,27,No,
BadgerysCreek,10,30,0,NA,NA,WSW,41,N,WSW,6,20,65,24,1021,1016,NA,NA,29,No,
BadgerysCreek,13,24,0,NA,NA,ESE,33,SSE,SSE,6,19,66,63,1016,1017,NA,NA,18,No,
BadgerysCreek,11,23,0,NA,NA,NNE,30,NA,NNE,0,19,56,45,1023,1017,NA,NA,21,No,
BadgerysCreek,10,32,0,NA,NA,NW,57,SSW,WNW,6,30,76,34,1008,1005,NA,NA,31,No,
BadgerysCreek,11,20,0,NA,NA,WSW,59,W,WNW,31,26,43,29,1014,1013,NA,NA,19,No,
BadgerysCreek,4,22,0,NA,NA,SW,43,W,SSW,9,9,60,39,1017,1012,NA,NA,21,No,
BadgerysCreek,11,19,0,NA,NA,SW,39,SSW,S,24,19,58,45,1022,1022,NA,NA,19,No,
BadgerysCreek,5,22,0,NA,NA,ENE,26,SW,ENE,9,9,63,31,1026,1022,NA,NA,22,No,
BadgerysCreek,5,27,0,NA,NA,NE,26,NE,NNE,4,9,71,24,1023,1017,NA,NA,27,No,
BadgerysCreek,6,31,0,NA,NA,N,41,NNE,NNW,11,24,55,26,1015,1008,NA,NA,30,No,
BadgerysCreek,17,20,0,NA,NA,WNW,44,WSW,NE,17,4,62,83,1006,1008,NA,NA,16,No,
BadgerysCreek,5,26,1,NA,NA,WNW,50,NE,WNW,7,28,66,31,1015,1011,NA,NA,24,Yes,
BadgerysCreek,11,23,0,NA,NA,SSW,41,SW,SSW,9,20,50,24,1018,1017,NA,NA,22,No,
BadgerysCreek,11,23,0,NA,NA,NE,37,WSW,E,2,19,68,53,1025,1020,NA,NA,21,No,
BadgerysCreek,9,29,0,NA,NA,NW,35,NE,NW,6,20,81,28,1019,1012,NA,NA,28,No,
BadgerysCreek,16,21,9,NA,NA,WSW,50,WSW,SSW,6,17,100,55,1010,1010,NA,NA,19,Yes,
BadgerysCreek,9,21,1,NA,NA,SW,43,SW,SE,28,20,50,44,1019,1017,NA,NA,18,No,
BadgerysCreek,5,23,0,NA,NA,ENE,31,SW,SSE,6,11,66,33,1020,1015,NA,NA,23,No,
BadgerysCreek,5,28,0,NA,NA,WNW,31,NA,NE,0,11,77,29,1019,1013,NA,NA,26,No,
BadgerysCreek,8,31,0,NA,NA,WNW,37,NNW,NW,2,20,59,23,1016,1013,NA,NA,28,No,
BadgerysCreek,10,25,0,NA,NA,E,35,SW,ESE,6,19,68,67,1016,1015,NA,NA,20,No,
BadgerysCreek,12,19,1,NA,NA,SSW,22,SW,W,15,4,98,71,1021,1018,NA,NA,18,Yes,
BadgerysCreek,14,26,0,NA,NA,NNE,30,S,N,4,15,84,61,1020,1017,NA,NA,23,No,
BadgerysCreek,16,28,0,NA,NA,WSW,44,NNE,N,13,26,79,51,1014,1005,NA,NA,27,No,
BadgerysCreek,14,23,1,NA,NA,SSW,50,SSW,SSW,17,28,36,23,1011,1011,NA,NA,22,No,
BadgerysCreek,6,25,0,NA,NA,W,30,WSW,E,17,9,41,24,1014,1009,NA,NA,24,No,
BadgerysCreek,6,28,0,NA,NA,S,37,WSW,WSW,15,13,47,24,1015,1012,NA,NA,27,No,
BadgerysCreek,8,30,0,NA,NA,ESE,31,SW,N,7,13,55,29,1019,1014,NA,NA,28,No,
BadgerysCreek,9,31,0,NA,NA,WNW,43,N,WSW,4,20,63,18,1015,1009,NA,NA,30,No,
BadgerysCreek,14,25,0,NA,NA,WSW,59,WSW,W,31,31,19,20,1004,1006,NA,NA,24,No,
BadgerysCreek,9,26,0,NA,NA,SSW,46,WSW,SSW,22,20,32,27,1009,1007,NA,NA,26,No,
BadgerysCreek,8,35,0,NA,NA,WNW,43,N,W,7,24,49,21,1011,1005,NA,NA,34,No,
BadgerysCreek,13,30,0,NA,NA,E,26,W,SE,4,15,61,45,1007,1006,NA,NA,29,No,
BadgerysCreek,16,24,2,NA,NA,E,28,SE,ESE,6,15,84,79,1013,1009,NA,NA,19,Yes,
BadgerysCreek,13,30,2,NA,NA,ESE,28,W,SSW,2,17,89,31,1010,1006,NA,NA,29,Yes,
BadgerysCreek,15,28,0,NA,NA,E,35,E,E,2,22,74,55,1013,1009,NA,NA,26,No,
BadgerysCreek,17,36,5,NA,NA,WNW,59,N,W,15,11,89,34,1002,997,NA,NA,35,Yes,
BadgerysCreek,13,30,0,NA,NA,NW,74,S,WNW,4,37,40,22,999,997,NA,NA,27,No,
BadgerysCreek,15,27,0,NA,NA,S,56,SW,SE,22,20,47,50,1002,1004,NA,NA,21,No,
BadgerysCreek,13,25,1,NA,NA,E,30,WSW,SE,6,6,74,44,1016,1014,NA,NA,22,No,
BadgerysCreek,9,28,0,NA,NA,E,39,SW,ENE,7,22,58,53,1020,1020,NA,NA,25,No,
BadgerysCreek,16,28,0,NA,NA,NE,37,WSW,N,4,13,61,38,1025,1021,NA,NA,27,No,
BadgerysCreek,12,37,0,NA,NA,SSW,31,SE,SSE,4,6,66,23,1017,1013,NA,NA,36,No,
BadgerysCreek,15,27,0,NA,NA,SE,28,SE,E,6,15,65,58,1018,1018,NA,NA,25,No,
BadgerysCreek,17,31,0,NA,NA,NNE,44,NE,ENE,7,9,82,46,1021,1017,NA,NA,29,No,
BadgerysCreek,16,35,0,NA,NA,N,31,ENE,N,6,7,67,39,1018,1014,NA,NA,32,No,
BadgerysCreek,15,37,0,NA,NA,E,30,S,NNE,4,13,56,22,1015,1011,NA,NA,34,No,
BadgerysCreek,17,35,0,NA,NA,SW,41,SE,SE,6,19,67,61,1010,1007,NA,NA,25,No,
BadgerysCreek,12,27,0,NA,NA,SW,41,SW,SSW,28,13,40,25,1013,1010,NA,NA,26,No,
BadgerysCreek,9,29,0,NA,NA,ESE,39,WNW,ESE,11,19,41,31,1013,1011,NA,NA,26,No,
BadgerysCreek,13,31,0,NA,NA,E,37,NW,WNW,7,7,65,31,1017,1012,NA,NA,29,No,
BadgerysCreek,18,27,0,NA,NA,E,39,ESE,ENE,7,19,77,57,1018,1016,NA,NA,25,No,
BadgerysCreek,18,32,0,NA,NA,E,26,NNE,N,9,9,69,48,1015,1009,NA,NA,30,No,
BadgerysCreek,18,30,0,NA,NA,ESE,35,S,ESE,7,17,66,58,1012,1010,NA,NA,26,No,
BadgerysCreek,16,29,0,NA,NA,NA,NA,N,E,7,20,70,60,1012,1007,NA,NA,26,No,
BadgerysCreek,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,
BadgerysCreek,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,
BadgerysCreek,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,
BadgerysCreek,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,
BadgerysCreek,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,
BadgerysCreek,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,
BadgerysCreek,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,
BadgerysCreek,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,
BadgerysCreek,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,
BadgerysCreek,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,
BadgerysCreek,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,
BadgerysCreek,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,
BadgerysCreek,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,
BadgerysCreek,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,
BadgerysCreek,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,
BadgerysCreek,NA,NA,NA,NA,NA,NA,NA,NA,WNW,NA,2,NA,95,NA,1010,NA,NA,19,No,
BadgerysCreek,NA,34,NA,NA,NA,WNW,41,NNE,W,6,20,67,30,1008,1005,NA,NA,33,No,
BadgerysCreek,17,23,0,NA,NA,SSE,31,SE,SSE,9,19,67,61,1019,1020,NA,NA,19,No,
BadgerysCreek,15,NA,0,NA,NA,E,33,N,ENE,6,17,70,48,1021,1015,NA,NA,24,No,
BadgerysCreek,12,38,0,NA,NA,SW,54,N,NW,7,17,67,26,1010,1004,NA,NA,36,No,
BadgerysCreek,15,31,0,NA,NA,E,37,SW,ESE,2,20,73,51,1012,1011,NA,NA,27,No,
BadgerysCreek,17,27,0,NA,NA,E,28,SSW,ENE,4,17,87,53,1020,1017,NA,NA,26,No,
BadgerysCreek,19,29,0,NA,NA,E,30,N,NE,11,13,64,55,1019,1015,NA,NA,26,No,
BadgerysCreek,15,30,0,NA,NA,N,39,W,NE,7,2,74,52,1016,1013,NA,NA,29,No,
BadgerysCreek,15,32,4,NA,NA,E,35,SSE,ENE,6,15,77,49,1017,1014,NA,NA,31,Yes,
BadgerysCreek,17,35,0,NA,NA,S,52,NNE,ESE,2,4,72,81,1015,1010,NA,NA,25,No,
BadgerysCreek,18,32,6,NA,NA,E,28,SSW,ENE,6,17,71,51,1015,1013,NA,NA,32,Yes,
BadgerysCreek,18,36,0,NA,NA,E,30,E,NNE,4,11,74,40,1013,1008,NA,NA,34,No,
BadgerysCreek,22,41,0,NA,NA,E,33,SE,SSE,2,11,73,23,1007,1004,NA,NA,40,No,
BadgerysCreek,23,35,0,NA,NA,NW,33,WSW,WNW,2,9,51,46,1004,1002,NA,NA,33,No,
BadgerysCreek,23,34,0,NA,NA,ESE,33,SE,ESE,6,20,70,55,1004,1002,NA,NA,32,No,
BadgerysCreek,22,28,0,NA,NA,SW,33,NNE,NNW,4,7,80,65,1007,1005,NA,NA,28,No,
BadgerysCreek,20,27,0,NA,NA,S,31,S,SE,15,17,77,58,1010,1011,NA,NA,25,No,
BadgerysCreek,15,29,0,NA,NA,ESE,43,S,ESE,9,19,63,48,1019,1018,NA,NA,27,No,
BadgerysCreek,18,28,1,NA,NA,NA,NA,E,E,19,17,58,46,1021,1019,NA,NA,27,No,
BadgerysCreek,18,27,NA,NA,NA,NNE,26,E,NE,6,9,86,98,1019,1017,NA,NA,21,No,
BadgerysCreek,18,25,10,NA,NA,ENE,24,E,NNW,4,4,90,87,1018,1018,NA,NA,22,Yes,
BadgerysCreek,16,31,1,NA,NA,ENE,35,E,E,4,19,68,51,1018,1014,NA,NA,28,Yes,
BadgerysCreek,15,37,0,NA,NA,ENE,30,NNE,ENE,6,17,73,32,1013,1009,NA,NA,35,No,
BadgerysCreek,18,36,0,NA,NA,SSW,39,ESE,E,2,19,61,40,1011,1008,NA,NA,34,No,
BadgerysCreek,21,38,2,NA,NA,SE,43,NNW,NNE,6,9,81,36,1012,1008,NA,NA,35,Yes,
BadgerysCreek,21,43,0,NA,NA,SSE,54,NNW,W,6,17,60,24,1008,1003,NA,NA,40,No,
BadgerysCreek,20,32,0,NA,NA,ENE,35,E,ESE,7,19,79,52,1012,1010,NA,NA,29,No,
BadgerysCreek,21,45,0,NA,NA,NW,56,NNE,NNE,15,13,69,27,1008,999,NA,NA,41,No,
BadgerysCreek,25,41,0,NA,NA,W,37,WSW,N,7,9,55,20,1003,1002,NA,NA,38,No,
BadgerysCreek,20,30,0,NA,NA,E,37,SE,ESE,6,20,70,59,1015,1015,NA,NA,26,No,
BadgerysCreek,18,35,0,NA,NA,E,41,NNE,NE,20,13,65,34,1017,1012,NA,NA,34,No,
BadgerysCreek,17,43,0,NA,NA,NE,35,NNW,SSE,4,6,70,26,1014,1007,NA,NA,40,No,
BadgerysCreek,23,44,0,NA,NA,WNW,52,WNW,ESE,30,30,30,48,1006,1006,NA,NA,31,No,
BadgerysCreek,17,23,0,NA,NA,E,24,SW,NE,9,11,73,78,1016,1014,NA,NA,21,No,
BadgerysCreek,18,30,0,NA,NA,S,43,NNE,N,17,9,72,81,1001,995,NA,NA,26,No,
BadgerysCreek,20,30,7,NA,NA,ENE,37,SE,ENE,7,22,55,43,1010,1011,NA,NA,28,Yes,
BadgerysCreek,18,31,0,NA,NA,E,35,SW,NE,4,13,61,47,1018,1014,NA,NA,28,No,
BadgerysCreek,17,39,0,NA,NA,NNE,44,N,NNE,7,17,76,36,1015,1008,NA,NA,37,No,
BadgerysCreek,23,37,0,NA,NA,NW,57,WNW,WNW,24,11,37,45,1007,1008,NA,NA,34,No,
BadgerysCreek,19,25,2,NA,NA,S,20,WSW,NNE,9,6,76,69,1021,1018,NA,NA,23,Yes,
BadgerysCreek,19,26,0,NA,NA,E,22,SW,E,9,9,82,69,1016,1015,NA,NA,25,No,
BadgerysCreek,20,28,0,NA,NA,ENE,30,S,ENE,6,9,78,60,1019,1016,NA,NA,27,No,
BadgerysCreek,16,39,0,NA,NA,NE,37,NNE,NNE,11,9,75,29,1016,1011,NA,NA,38,No,
BadgerysCreek,20,34,0,NA,NA,E,31,ESE,ENE,6,20,72,59,1017,1015,NA,NA,30,No,
BadgerysCreek,20,44,0,NA,NA,ESE,43,NNE,WNW,7,19,79,22,1013,1007,NA,NA,41,No,
BadgerysCreek,23,42,0,NA,NA,WNW,48,SSE,SE,6,26,54,55,1008,1008,NA,NA,30,No,
BadgerysCreek,20,25,0,NA,NA,S,22,N,ESE,6,9,83,77,1016,1012,NA,NA,24,No,
BadgerysCreek,21,29,1,NA,NA,E,33,SSE,NE,17,17,52,51,1013,1013,NA,NA,27,No,
BadgerysCreek,19,27,0,NA,NA,NNE,24,WSW,NE,4,13,94,76,1016,1013,NA,NA,25,No,
BadgerysCreek,20,35,0,NA,NA,E,28,WSW,ESE,2,13,82,58,1014,1010,NA,NA,33,No,
BadgerysCreek,22,42,0,NA,NA,NW,39,NW,NW,2,15,82,29,1010,1007,NA,NA,38,No,
BadgerysCreek,22,38,0,NA,NA,E,39,E,E,7,22,60,45,1011,1008,NA,NA,35,No,
BadgerysCreek,22,26,0,NA,NA,S,31,SSW,SE,9,6,92,100,1018,1019,NA,NA,22,No,
BadgerysCreek,20,25,22,NA,NA,E,43,E,E,17,17,91,99,1022,1022,NA,NA,24,Yes,
BadgerysCreek,21,36,17,NA,NA,NNE,35,N,N,7,20,88,52,1018,1012,NA,NA,34,Yes,
BadgerysCreek,21,44,0,NA,NA,WSW,35,SSE,SW,2,22,84,23,1010,1006,NA,NA,44,No,
BadgerysCreek,22,46,0,NA,NA,S,39,N,ENE,9,7,90,30,1008,1002,NA,NA,43,No,
BadgerysCreek,23,37,0,NA,NA,SSE,44,SE,SE,7,30,86,76,1001,998,NA,NA,28,No,
BadgerysCreek,13,30,0,NA,NA,ENE,35,SW,ESE,15,9,44,28,1008,1006,NA,NA,30,No,
BadgerysCreek,19,27,0,NA,NA,SE,39,NNE,SE,9,19,67,60,1015,1015,NA,NA,24,No,
BadgerysCreek,17,30,0,NA,NA,E,31,SE,NNE,2,15,69,48,1018,1012,NA,NA,28,No,
BadgerysCreek,16,38,0,NA,NA,ENE,35,NNW,N,2,6,87,29,1012,1008,NA,NA,37,No,
BadgerysCreek,18,38,0,NA,NA,SSW,57,SE,S,2,30,80,59,1010,1006,NA,NA,24,No,
BadgerysCreek,20,32,5,NA,NA,ENE,35,E,ESE,11,22,91,56,1006,1004,NA,NA,30,Yes,
BadgerysCreek,17,29,5,NA,NA,E,35,SSW,NNE,15,15,80,41,1009,1005,NA,NA,27,Yes,
BadgerysCreek,15,29,0,NA,NA,W,37,W,W,19,6,44,23,1011,1010,NA,NA,27,No,
BadgerysCreek,12,29,0,NA,NA,ENE,33,SW,E,13,13,59,45,1020,1018,NA,NA,29,No,
BadgerysCreek,15,32,0,NA,NA,ENE,39,SW,ENE,2,19,85,53,1022,1017,NA,NA,31,No,
BadgerysCreek,16,36,0,NA,NA,ENE,28,NA,NE,0,11,90,52,1020,1016,NA,NA,35,No,
BadgerysCreek,17,31,0,NA,NA,SE,31,SSE,E,6,15,84,63,1021,1018,NA,NA,28,No,
BadgerysCreek,19,22,2,NA,NA,SSW,28,SSW,SSW,15,15,83,74,1021,1020,NA,NA,21,Yes,
BadgerysCreek,17,25,33,NA,NA,ESE,28,SSW,S,9,15,93,68,1022,1022,NA,NA,23,Yes,
BadgerysCreek,17,27,2,NA,NA,SE,39,SSW,SE,7,20,91,63,1024,1023,NA,NA,26,Yes,
BadgerysCreek,18,27,6,NA,NA,E,41,SSW,NNE,6,11,95,80,1023,1021,NA,NA,25,Yes,
BadgerysCreek,19,27,13,NA,NA,E,30,SW,E,7,17,100,91,1021,1020,NA,NA,21,Yes,
BadgerysCreek,19,28,16,NA,NA,SE,30,SW,ESE,6,13,100,88,1018,1016,NA,NA,23,Yes,
BadgerysCreek,20,25,0,NA,NA,SE,33,SSW,S,9,19,100,100,1017,1017,NA,NA,20,No,
BadgerysCreek,19,23,22,NA,NA,SSW,28,SW,SSW,9,17,100,100,1016,1013,NA,NA,22,Yes,
BadgerysCreek,19,25,2,NA,NA,SW,43,WSW,SW,13,17,100,100,1011,1010,NA,NA,23,Yes,
BadgerysCreek,17,26,2,NA,NA,SW,41,SW,S,22,24,74,55,1014,1013,NA,NA,25,Yes,
BadgerysCreek,16,25,0,NA,NA,SSE,43,SW,SSE,17,20,78,57,1018,1017,NA,NA,25,No,
BadgerysCreek,15,23,1,NA,NA,S,35,WSW,S,13,20,100,70,1019,1018,NA,NA,22,Yes,
BadgerysCreek,16,24,0,NA,NA,SSW,28,SSW,ESE,9,9,94,61,1018,1016,NA,NA,22,No,
BadgerysCreek,15,27,0,NA,NA,SE,28,WSW,SE,15,13,86,51,1016,1014,NA,NA,25,No,
BadgerysCreek,13,28,0,NA,NA,E,31,SW,ESE,11,6,100,53,1015,1012,NA,NA,26,No,
BadgerysCreek,13,32,0,NA,NA,ENE,28,NA,NE,0,11,100,54,1011,1007,NA,NA,31,No,
BadgerysCreek,17,30,0,NA,NA,ENE,46,WSW,SSE,4,20,100,56,1011,1011,NA,NA,28,No,
BadgerysCreek,19,23,18,NA,NA,N,30,SE,NA,7,0,100,100,1019,1020,NA,NA,21,Yes,
BadgerysCreek,19,26,54,NA,NA,ENE,43,SE,ENE,6,24,100,100,1021,1018,NA,NA,24,Yes,
BadgerysCreek,20,25,17,NA,NA,SW,48,E,SE,6,13,100,100,1013,1008,NA,NA,24,Yes,
BadgerysCreek,20,22,37,NA,NA,S,48,S,S,19,22,100,98,1019,1021,NA,NA,21,Yes,
BadgerysCreek,18,24,12,NA,NA,SSW,48,S,SSE,11,11,100,100,1024,1023,NA,NA,22,Yes,
BadgerysCreek,20,28,16,NA,NA,ENE,37,E,E,15,17,NA,NA,1020,1018,NA,NA,26,Yes,
BadgerysCreek,21,29,1,NA,NA,ENE,20,ENE,ENE,4,9,NA,100,1018,1015,NA,NA,28,Yes,
BadgerysCreek,22,27,0,NA,NA,WSW,33,NA,NA,0,0,100,100,1016,1013,NA,NA,26,No,
BadgerysCreek,21,32,16,NA,NA,WSW,59,NNW,SE,4,2,NA,100,1013,1010,NA,NA,30,Yes,
BadgerysCreek,20,23,9,NA,NA,SW,24,SSW,WSW,9,11,100,100,1019,1018,NA,NA,21,Yes,
BadgerysCreek,18,25,7,NA,NA,SE,30,SW,SSE,9,11,100,100,1020,1019,NA,NA,23,Yes,
BadgerysCreek,17,24,0,NA,NA,NNE,24,WSW,N,2,11,100,100,1018,1014,NA,NA,23,No,
BadgerysCreek,16,29,0,NA,NA,ENE,26,NA,E,0,6,100,91,1016,1014,NA,NA,28,No,
BadgerysCreek,17,29,0,NA,NA,NNE,28,NNE,NNE,6,15,100,NA,1017,1012,NA,NA,28,No,
BadgerysCreek,19,24,0,NA,NA,S,17,SSW,ESE,9,7,NA,NA,1014,1012,NA,NA,23,No,
BadgerysCreek,20,33,0,NA,NA,SSW,13,E,N,2,2,NA,NA,1012,1007,NA,NA,31,No,
BadgerysCreek,21,23,0,NA,NA,SW,43,WSW,S,9,19,NA,NA,1008,1008,NA,NA,18,No,
BadgerysCreek,13,23,40,NA,NA,SE,35,SW,S,19,11,NA,NA,1017,1015,NA,NA,22,Yes,
BadgerysCreek,11,25,0,NA,NA,E,28,SW,E,6,6,NA,NA,1018,1016,NA,NA,24,No,
BadgerysCreek,14,22,0,NA,NA,SSW,37,SSW,SSE,17,17,NA,NA,1026,1025,NA,NA,21,No,
BadgerysCreek,13,20,4,NA,NA,ESE,35,SW,WSW,13,11,NA,NA,1029,1027,NA,NA,17,Yes,
BadgerysCreek,12,21,12,NA,NA,S,39,SSW,SSW,13,17,NA,NA,1029,1027,NA,NA,18,Yes,
BadgerysCreek,12,22,2,NA,NA,SSE,30,SW,ESE,13,15,NA,NA,1027,1023,NA,NA,21,Yes,
BadgerysCreek,10,24,0,NA,NA,NA,NA,SW,SSE,6,6,NA,41,1026,1023,NA,NA,23,No,
BadgerysCreek,12,25,0,NA,NA,ENE,19,SW,ESE,4,9,68,43,1029,1025,NA,NA,23,No,
BadgerysCreek,10,25,0,NA,NA,NNE,28,E,NNE,2,13,71,42,1026,1021,NA,NA,24,No,
BadgerysCreek,11,28,0,NA,NA,W,72,WNW,N,2,13,78,46,1016,1006,NA,NA,25,No,
BadgerysCreek,9,19,7,NA,NA,WSW,46,NW,SSE,19,2,56,57,1010,1009,NA,NA,16,Yes,
BadgerysCreek,8,24,0,NA,NA,SSW,43,SW,SSW,17,17,54,50,1018,1018,NA,NA,23,No,
BadgerysCreek,13,22,0,NA,NA,SSW,33,SW,SE,19,7,66,71,1024,1022,NA,NA,20,No,
BadgerysCreek,13,23,0,NA,NA,SE,28,SSW,S,15,11,64,55,1024,1021,NA,NA,21,No,
BadgerysCreek,10,25,0,NA,NA,E,22,SW,SE,4,6,75,35,1022,1019,NA,NA,24,No,
BadgerysCreek,10,24,0,NA,NA,E,26,SSW,SE,4,9,77,44,1021,1018,NA,NA,24,No,
BadgerysCreek,10,25,0,NA,NA,SE,30,NW,SW,2,15,86,41,1020,1018,NA,NA,23,No,
BadgerysCreek,11,25,0,NA,NA,ENE,24,S,NNW,2,4,72,45,1025,1022,NA,NA,24,No,
BadgerysCreek,12,25,0,NA,NA,ESE,22,ESE,E,4,6,81,52,1027,1025,NA,NA,25,No,
BadgerysCreek,12,24,0,NA,NA,SE,22,WSW,SE,9,9,86,61,1031,1028,NA,NA,23,No,
BadgerysCreek,12,25,0,NA,NA,N,24,NA,NE,0,13,82,57,1031,1027,NA,NA,23,No,
BadgerysCreek,10,24,0,NA,NA,NNE,24,NA,N,0,6,86,58,1029,1025,NA,NA,22,No,
BadgerysCreek,15,24,0,NA,NA,SSE,9,NE,NW,6,4,95,63,1026,1022,NA,NA,23,No,
BadgerysCreek,11,26,0,NA,NA,SSW,24,NA,NE,0,2,81,43,1024,1020,NA,NA,26,No,
BadgerysCreek,12,25,0,NA,NA,NE,19,SE,NE,2,6,81,50,1023,1018,NA,NA,25,No,
BadgerysCreek,15,26,0,NA,NA,N,30,NNE,NW,7,9,99,60,1014,1008,NA,NA,23,No,
BadgerysCreek,11,23,0,NA,NA,WSW,69,NNW,WSW,17,17,60,82,1007,1006,NA,NA,12,No,
BadgerysCreek,8,20,2,NA,NA,SW,33,WSW,SSW,19,13,50,49,1016,1015,NA,NA,17,Yes,
BadgerysCreek,7,20,0,NA,NA,SW,24,SW,WSW,15,6,56,40,1023,1020,NA,NA,20,No,
BadgerysCreek,5,22,0,NA,NA,SW,19,WSW,S,4,4,72,42,1021,1018,NA,NA,21,No,
BadgerysCreek,9,23,0,NA,NA,WSW,19,WSW,SE,13,7,70,52,1023,1021,NA,NA,21,No,
BadgerysCreek,7,25,0,NA,NA,WNW,24,NA,NNE,0,6,90,48,1020,1015,NA,NA,24,No,
BadgerysCreek,9,23,0,NA,NA,SSW,30,NW,SSW,4,11,62,44,1018,1016,NA,NA,21,No,
BadgerysCreek,11,18,0,NA,NA,SSW,31,SSW,SE,17,7,58,59,1028,1027,NA,NA,17,No,
BadgerysCreek,10,19,1,NA,NA,SSW,19,SW,E,7,6,73,61,1032,1029,NA,NA,17,No,
BadgerysCreek,8,22,0,NA,NA,NNE,26,ESE,NNE,2,7,80,47,1031,1027,NA,NA,22,No,
BadgerysCreek,7,24,0,NA,NA,W,28,NE,N,2,7,92,52,1026,1021,NA,NA,23,No,
BadgerysCreek,8,20,0,NA,NA,W,33,WSW,SSW,9,11,54,27,1025,1024,NA,NA,20,No,
BadgerysCreek,4,20,0,NA,NA,SW,26,SW,E,15,4,64,42,1028,1025,NA,NA,19,No,
BadgerysCreek,6,21,0,NA,NA,SW,24,WSW,S,13,4,65,43,1027,1024,NA,NA,20,No,
BadgerysCreek,7,21,0,NA,NA,WSW,17,SW,WSW,11,6,76,45,1026,1022,NA,NA,20,No,
BadgerysCreek,7,21,0,NA,NA,ESE,17,WSW,S,6,4,80,45,1025,1023,NA,NA,20,No,
BadgerysCreek,9,20,0,NA,NA,SW,20,SW,S,15,2,80,62,1027,1025,NA,NA,19,No,
BadgerysCreek,11,22,0,NA,NA,NE,28,NA,NNE,0,15,90,63,1025,1021,NA,NA,20,No,
BadgerysCreek,10,21,0,NA,NA,SE,19,WSW,ESE,11,9,97,71,1023,1019,NA,NA,19,No,
BadgerysCreek,11,21,1,NA,NA,SSW,35,SW,SSW,13,13,75,45,1017,1014,NA,NA,20,Yes,
BadgerysCreek,5,21,0,NA,NA,SW,30,WSW,S,2,6,79,43,1019,1016,NA,NA,20,No,
BadgerysCreek,5,20,0,NA,NA,NNE,28,NA,ENE,0,9,97,54,1024,1021,NA,NA,20,No,
BadgerysCreek,9,22,0,NA,NA,E,24,ESE,E,6,7,98,67,1027,1025,NA,NA,20,No,
BadgerysCreek,13,19,0,NA,NA,NNE,24,ESE,N,4,4,86,97,1026,1021,NA,NA,17,No,
BadgerysCreek,15,23,9,NA,NA,W,15,NNW,W,2,2,99,57,1018,1016,NA,NA,22,Yes,
BadgerysCreek,9,23,0,NA,NA,ESE,15,NA,ESE,0,2,91,46,1021,1019,NA,NA,22,No,
